id,ticker,insider_name,insider_cik,officer_title,role,transaction_date,transaction_code,transaction_direction,shares,price_per_share,total_value,accession_number,filed_date,price_entry,price_30d,price_90d,price_180d,return_30d,return_90d,return_180d,signal_correct_30d,signal_correct_90d,spy_return_90d,adjusted_return_90d
99018a59-2197-4210-9e74-0509df71e04d,FIX,Tang Vance W,0001479275,,Director,2020-05-04,P,buy,10000,31.94,319400,0001179110-20-005467,2020-05-05,31.75,40.7400016784668,50.79999923706055,46.630001068115234,28.31,60,46.87,true,true,15.95,44.05
6f0ca4b7-b4ec-4965-8098-ee004e09487d,FIX,MYERS FRANKLIN,0001207002,,Director,2020-05-13,P,buy,3500,29.3818,102836.3,0001179110-20-005976,2020-05-14,29.65999984741211,37.72999954223633,54.29999923706055,48.41999816894531,27.21,83.07,63.25,true,true,18.18,64.89
1ec7de55-0572-40f6-82fb-5ee7a56c776a,FIX,MYERS FRANKLIN,0001207002,,Director,2020-09-09,P,buy,3500,49.965,174877.5,0001179110-20-009656,2020-09-10,49.880001068115234,57.63999938964844,51.349998474121094,73.48999786376953,15.56,2.95,47.33,true,true,8.94,-5.99
1f88a3ca-c948-4af2-bcf8-38d6b464615f,FIX,MYERS FRANKLIN,0001207002,,Director,2021-03-01,P,buy,2000,64.815,129630,0001179110-21-002414,2021-03-01,65.51000213623047,74.7699966430664,84.52999877929688,75.68000030517578,14.14,29.03,15.52,true,true,7.72,21.31
5f01ae2a-4ab5-4327-8976-04fd87d705c2,JBL,RAYMUND STEVEN A,0001196754,,Director,2015-03-25,P,buy,21500,23.2125,499068.75,0001225208-15-008557,2015-03-26,22.770000457763672,23.690000534057617,22.600000381469727,20.020000457763672,4.04,-0.75,-12.08,true,false,3.05,-3.8
132e6ad6-6838-4061-a330-a92667f5627f,AMAT,SWAN ROBERT HOLMES,0001218363,,Director,2015-08-17,P,buy,11827,16.88,199639.76,0001127602-15-025442,2015-08-19,17.030000686645508,16.170000076293945,17.739999771118164,16.719999313354492,-5.05,4.17,-1.82,false,true,-2.36,6.53
6fdd3a4a-982a-49bb-9282-103f9ea0bac3,ARES,Rosenthal Bennett,0001304465,Co-Founder & Partner,Co-Founder & Partner,2015-11-19,P,buy,62500,13.801,862562.5,0001104659-15-080542,2015-11-20,13.8100004196167,12.869999885559082,11.960000038146973,13.699999809265137,-6.81,-13.4,-0.8,false,false,-7.51,-5.89
4760b747-faca-42d0-a391-80a6e8d52bf7,ARES,KAPLAN DAVID B,0001025976,Co-Founder & Partner,Co-Founder & Partner,2015-11-19,P,buy,62500,13.8463,865393.75,0001104659-15-080552,2015-11-20,13.8100004196167,12.869999885559082,11.960000038146973,13.699999809265137,-6.81,-13.4,-0.8,false,false,-7.51,-5.89
d14d3c84-9c79-448e-98a9-cd0fc7fc0e56,ARES,Rosenthal Bennett,0001304465,Co-Founder & Partner,Co-Founder & Partner,2015-11-20,P,buy,29166,13.8488,403914.1,0001104659-15-080542,2015-11-20,14,12.869999885559082,11.850000381469727,14,-8.07,-15.36,0,false,false,-8.23,-7.13
784a0ba4-709c-45f2-8f8b-31d4f1101a8f,ARES,KAPLAN DAVID B,0001025976,Co-Founder & Partner,Co-Founder & Partner,2015-11-20,P,buy,29167,13.8488,403927.95,0001104659-15-080552,2015-11-20,14,12.869999885559082,11.850000381469727,14,-8.07,-15.36,0,false,false,-8.23,-7.13
c6330d44-8cf8-46ee-8ec6-d310e9ed093c,ARES,KAPLAN DAVID B,0001025976,Co-Founder & Partner,Co-Founder & Partner,2015-12-01,P,buy,7329,14.1412,103640.85,0001104659-15-082322,2015-12-01,14.100000381469727,12.930000305175781,11.899999618530273,14.100000381469727,-8.3,-15.6,0,false,false,-8.13,-7.47
835d8f9d-3bca-4003-916b-d88c55bdb914,ARES,Rosenthal Bennett,0001304465,Co-Founder & Partner,Co-Founder & Partner,2015-12-01,P,buy,7329,14.1412,103640.85,0001104659-15-082326,2015-12-01,14.100000381469727,12.930000305175781,11.899999618530273,14.100000381469727,-8.3,-15.6,0,false,false,-8.13,-7.47
b36f644f-c07c-402b-b612-f90372686323,ARES,KAPLAN DAVID B,0001025976,Co-Founder & Partner,Co-Founder & Partner,2015-12-02,P,buy,8025,14.4108,115646.67,0001104659-15-082807,2015-12-03,14.199999809265137,12.8100004196167,12.109999656677246,14.100000381469727,-9.79,-14.72,-0.7,false,false,-5,-9.72
caaa981f-26e3-4af8-986f-5b3512329db9,ARES,Rosenthal Bennett,0001304465,Co-Founder & Partner,Co-Founder & Partner,2015-12-02,P,buy,8026,14.4108,115661.08,0001104659-15-083029,2015-12-04,14.199999809265137,12.8100004196167,12.109999656677246,14.100000381469727,-9.79,-14.72,-0.7,false,false,-5,-9.72
be683a19-0316-4b55-82b1-b348b4dc7b54,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-03-31,P,buy,125000,8.6474,1080925,0001104659-16-109669,2016-04-04,15.399999618530273,14.920000076293945,13.619999885559082,18.600000381469727,-3.12,-11.56,20.78,false,false,0.55,-12.11
93cb6a36-62db-4ebc-9631-5022cc1daa6a,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-04-01,P,buy,80000,8.7005,696040,0001104659-16-109669,2016-04-04,15.300000190734863,14.920000076293945,14.09000015258789,18.950000762939453,-2.48,-7.91,23.86,false,false,1.24,-9.15
1b5287ac-7cd2-475d-a933-eb580b26d399,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-04-04,P,buy,82000,9.1163,747536.6,0001104659-16-109669,2016-04-04,15.09000015258789,14.210000038146973,14.119999885559082,18.020000457763672,-5.83,-6.43,19.42,false,false,1.05,-7.48
fe80e34a-f752-4338-bfd3-462670748738,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-04-05,P,buy,76618,9.3899,719435.36,0001104659-16-110377,2016-04-07,14.869999885559082,14.119999885559082,14.119999885559082,18.020000457763672,-5.04,-5.04,21.18,false,false,2.07,-7.11
7a484132-8b96-424b-aefc-01f64d5ddb1d,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-05-11,P,buy,140000,16.4015,2296210,0001104659-16-120987,2016-05-13,13.989999771118164,13.90999984741211,17.030000686645508,15.350000381469727,-0.57,21.73,9.72,false,true,5.66,16.07
42059c6a-6205-431f-b709-c6cd3770864f,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-05-12,P,buy,208600,17.813,3715791.8,0001104659-16-120987,2016-05-13,13.899999618530273,13.65999984741211,17.040000915527344,15.350000381469727,-1.73,22.59,10.43,false,true,5.36,17.23
6d221643-7e41-4865-b182-cdbd8156b397,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-05-13,P,buy,166805,19.4181,3239036.17,0001104659-16-120987,2016-05-13,13.539999961853027,13.65999984741211,17.1200008392334,15.399999618530273,0.89,26.44,13.74,true,true,6.78,19.66
c851d4da-c1bb-46e6-8ba9-b72d50ba8c3f,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-05-24,P,buy,5145,24.9969,128609.05,0001104659-16-123753,2016-05-26,13.930000305175781,14.020000457763672,17.6200008392334,18.1200008392334,0.65,26.49,30.08,true,true,5.13,21.36
26a64e5e-f2a0-4c92-8041-9d02e57d3f30,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-06-01,P,buy,87461,24.9293,2180341.51,0001104659-16-125480,2016-06-03,14.1899995803833,14.15999984741211,18,17,-0.21,26.85,19.8,false,true,3.68,23.17
e21a92d3-7b26-4fd3-b76a-5f22d9655133,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-06-03,P,buy,70776,25.5161,1805927.49,0001104659-16-125480,2016-06-03,14.199999809265137,14.119999885559082,18.920000076293945,17.100000381469727,-0.56,33.24,20.42,false,true,3.38,29.86
703c5643-b6c2-43b6-aaec-0e1789c205da,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2016-08-29,P,buy,5051100,29.6965,149999991.15,0001104659-16-141935,2016-08-29,17.6299991607666,18.950000762939453,17,21.799999237060547,7.49,-3.57,23.65,true,false,0.97,-4.54
eac4919e-06be-41cc-a51b-7c8f7c916477,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2017-05-02,P,buy,25456521,1.47,37421085.87,0001104659-17-029663,2017-05-04,19.25,18.049999237060547,18.5,18.549999237060547,-6.23,-3.9,-3.64,false,false,3.35,-7.25
c4922248-822c-4fd5-8f11-f4d37f578583,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2017-05-18,P,buy,409404,1.1117,455134.43,0001104659-17-034387,2017-05-22,18.5,17.899999618530273,17.899999618530273,18.950000762939453,-3.24,-3.24,2.43,false,false,4.3,-7.54
3f2e3ad1-778e-46d9-8881-d8fa53089f55,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2017-05-19,P,buy,409404,1.1644,476710.02,0001104659-17-034387,2017-05-22,18.350000381469727,17.899999618530273,17.75,18.799999237060547,-2.45,-3.27,2.45,false,false,2.01,-5.28
37eebac5-a40c-4074-88cd-1b35f04ca0ea,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2017-05-22,P,buy,514227,1.1959,614964.07,0001104659-17-034387,2017-05-22,18.700000762939453,17.549999237060547,17.75,18.75,-6.15,-5.08,0.27,false,false,1.41,-6.49
e5a86e04-68ec-4913-9bb1-8ada35223595,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2017-05-23,P,buy,514227,1.2289,631933.56,0001104659-17-035262,2017-05-25,18.510000228881836,17.5,17.75,18.75,-5.46,-4.11,1.3,false,false,1.19,-5.3
c1b70dad-3d63-4c39-aa14-9c4f459e12af,ARES,ARES MANAGEMENT LLC,0001259313,,Director,2018-02-09,P,buy,1113466,6.9,7682915.4,0001104659-18-009140,2018-02-13,21.600000381469727,22,22.049999237060547,21,1.85,2.08,-2.78,true,true,4.02,-1.94
906e0165-afd3-4f3b-80ef-7cc1479f72ee,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2021-06-04,P,buy,138000,30.21,4168980,0001104659-21-078382,2021-06-08,56.56999969482422,65.01000213623047,78.81999969482422,81.05000305175781,14.92,39.33,43.27,true,true,7.24,32.09
03b21bf0-ae80-44bc-99a6-5cd132d5ecce,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2021-09-24,P,buy,98395,26.95,2651745.25,0001104659-21-120395,2021-09-28,77.27999877929688,83.58999633789062,81.36000061035156,78.66999816894531,8.17,5.28,1.8,true,true,6.01,-0.73
ea2b90a3-2ef4-46c9-8b03-5000a8a59f63,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-05-31,P,buy,150000,8.4716,1270740,0001104659-22-069428,2022-06-08,71.16999816894531,56.86000061035156,73.33000183105469,77.20999908447266,-20.11,3.03,8.49,false,true,-2.49,5.52
82e8dcc4-abe7-4bcb-a7d0-a9050c91bcd8,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-06-01,P,buy,123278,8.557,1054889.85,0001104659-22-069428,2022-06-08,69.83999633789062,58.54999923706055,73.52999877929688,77.20999908447266,-16.17,5.28,10.55,false,true,-2.78,8.06
a6218095-f16f-4e73-a622-e5baf4c899a1,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-06-02,P,buy,20022,8.7413,175018.31,0001104659-22-069428,2022-06-08,72.4000015258789,60.029998779296875,74.13999938964844,77.33999633789062,-17.09,2.4,6.82,false,true,-5.32,7.72
cd90104c-22a4-46c6-ae1a-1b23d6e04752,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-06-03,P,buy,56700,8.614,488413.8,0001104659-22-069428,2022-06-08,73.31999969482422,60.029998779296875,73.12000274658203,78.38999938964844,-18.13,-0.27,6.91,false,false,-3.44,3.17
13be6d41-df79-425a-b746-923eeae0b0ba,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-06-06,P,buy,75568,8.4666,639804.03,0001104659-22-069428,2022-06-08,73.37000274658203,59.380001068115234,73.08000183105469,72.41999816894531,-19.07,-0.4,-1.29,false,false,-5.11,4.71
3a631444-b933-4ae8-b799-06cc89be36a1,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-09-26,P,buy,200000,1.3521,270420,0001104659-22-103749,2022-09-28,63.7400016784668,72.16999816894531,66.93000030517578,81.08999633789062,13.23,5,27.22,true,true,4.69,0.31
94c1bc06-b8c9-4929-894a-e101a4f99782,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-09-27,P,buy,200000,1.3951,279020,0001104659-22-103749,2022-09-28,64.08000183105469,74.12000274658203,66.93000030517578,81.08999633789062,15.67,4.45,26.54,true,true,4.96,-0.51
d39e5945-6b62-41ca-a43b-179aadc584e1,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-09-28,P,buy,200000,1.3971,279420,0001104659-22-104575,2022-09-30,65.2300033569336,76.88999938964844,66.93000030517578,81.08999633789062,17.88,2.61,24.31,true,true,2.93,-0.32
c991e4a4-cce0-4747-bbba-639d37659c2b,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-09-29,P,buy,200000,1.375,275000,0001104659-22-104575,2022-09-30,62.45000076293945,75.83000183105469,66.31999969482422,80.0999984741211,21.43,6.2,28.26,true,true,3.82,2.38
37ad932a-b141-448f-8042-658f2c9df409,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-09-30,P,buy,200000,1.4298,285960,0001104659-22-105819,2022-10-04,61.95000076293945,75.83000183105469,68.66999816894531,81.4000015258789,22.41,10.85,31.4,true,true,7.35,3.5
173cf55a-fec6-44d3-8886-20a27888f5ea,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-03,P,buy,200000,1.4922,298440,0001104659-22-105819,2022-10-04,64.0199966430664,76.62999725341797,68.3499984741211,82.2699966430664,19.7,6.76,28.51,true,true,3.88,2.88
b810f510-a7a0-4f0b-a244-2bcf6cf27ba3,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-04,P,buy,200000,1.5766,315320,0001104659-22-106767,2022-10-06,68.66999816894531,77,68.3499984741211,82.2699966430664,12.13,-0.47,19.8,true,false,0.75,-1.22
9a88cfaa-c8e1-40b7-8148-89fb68d9ad8f,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-05,P,buy,200000,1.6023,320460,0001104659-22-106767,2022-10-06,68.19999694824219,78.44999694824219,68.3499984741211,82.2699966430664,15.03,0.22,20.63,true,true,0.99,-0.77
f6271844-e476-4d47-8e7c-1b0fbaf1ed51,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-06,P,buy,200000,1.6217,324340,0001104659-22-107705,2022-10-11,67.22000122070312,79.5999984741211,69.4000015258789,80.87000274658203,18.42,3.24,20.31,true,true,2.83,0.41
9886f364-2eb6-41da-89d0-736d505c6b82,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-07,P,buy,200000,1.5662,313240,0001104659-22-107705,2022-10-11,65.19000244140625,79.5999984741211,67.45999908447266,79.22000122070312,22.1,3.48,21.52,true,true,4.57,-1.09
d07406f8-2f32-4e5b-8304-0642e77304b0,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-10,P,buy,200000,1.5899,317980,0001104659-22-108085,2022-10-12,63.77000045776367,79.1500015258789,71.80999755859375,80.54000091552734,24.12,12.61,26.3,true,true,7.73,4.88
a152033e-66c0-4884-afe7-2cebab65ccc7,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-11,P,buy,200000,1.5943,318860,0001104659-22-108085,2022-10-12,61.459999084472656,85.05000305175781,71.80999755859375,80.54000091552734,38.38,16.84,31.04,true,true,8.42,8.42
ca3acca1-4a99-427b-81a0-b6211265782f,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-12,P,buy,200000,1.6343,326860,0001104659-22-108838,2022-10-14,61.66999816894531,84.0999984741211,72.43000030517578,80.54000091552734,36.37,17.45,30.6,true,true,9.54,7.91
b3d6303b-26fb-4e96-962d-1c0a6e692558,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-13,P,buy,200000,1.5851,317020,0001104659-22-108838,2022-10-14,62.84000015258789,79.52999877929688,74.05999755859375,80.55000305175781,26.56,17.85,28.18,true,true,8.07,9.78
e2041653-4174-46e2-8ab5-983ae49c484e,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2022-10-14,P,buy,200000,1.4746,294920,0001104659-22-109752,2022-10-18,61.08000183105469,79.52999877929688,76.75,81.6500015258789,30.21,25.65,33.68,true,true,11,14.65
5ce9e5cd-8060-4dde-a1dc-e79a46f16872,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-13,P,buy,330000,1.3937,459921,0001104659-23-004343,2023-01-17,77.47000122070312,84.95999908447266,84.62999725341797,96.66000366210938,9.67,9.24,24.77,true,true,3.76,5.48
10f5556a-0fbc-4f9c-be69-4121e9641b2b,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-17,P,buy,400000,1.3603,544120,0001104659-23-005118,2023-01-19,78.06999969482422,83.5,82.94999694824219,100.94999694824219,6.96,6.25,29.31,true,true,4.07,2.18
c04dbad1-f588-422e-9089-4c1394176772,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-18,P,buy,700000,1.3694,958580,0001104659-23-005425,2023-01-20,77.97000122070312,83.11000061035156,85.81999969482422,100.94999694824219,6.59,10.07,29.47,true,true,5.8,4.27
1051eccd-2801-422d-b2f3-704b08b1d9c1,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-19,P,buy,300000,1.3278,398340,0001104659-23-005425,2023-01-20,75.93000030517578,80.5199966430664,86.88999938964844,101.75,6.05,14.43,34.01,true,true,6.56,7.87
eead75ab-4f51-4817-b882-2e5e2842cd60,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-20,P,buy,500000,1.4418,720900,0001104659-23-006290,2023-01-24,78.62999725341797,80.5199966430664,86.26000213623047,102.06999969482422,2.4,9.7,29.81,true,true,4.04,5.66
7a8ecb5a-265d-4bc1-8af4-f1c5879156c9,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-23,P,buy,730000,1.6522,1206106,0001104659-23-006290,2023-01-24,79.63999938964844,80.83000183105469,86.8499984741211,100.47000122070312,1.49,9.05,26.16,true,true,3,6.05
4d4152a0-d8a5-40ec-a81f-291383afa43e,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-24,P,buy,721000,1.6462,1186910.2,0001104659-23-007104,2023-01-26,78.55999755859375,81.97000122070312,86.8499984741211,100.47000122070312,4.34,10.55,27.89,true,true,3.11,7.44
962198dc-d818-467b-89ff-d66bb1e6a895,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-25,P,buy,875000,1.5616,1366400,0001104659-23-007104,2023-01-26,78.4000015258789,80.16999816894531,83.2699966430664,100.47000122070312,2.26,6.21,28.15,true,true,1.43,4.78
89455eb7-1fb7-4110-bdef-ae7e5b2c88a3,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-26,P,buy,597518,1.7347,1036514.47,0001104659-23-008147,2023-01-30,81.20999908447266,80.1500015258789,81.62999725341797,101.38999938964844,-1.31,0.52,24.85,false,true,-0.1,0.62
4e8c83d2-20eb-4d10-837c-96783411e13a,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-27,P,buy,525902,1.7969,944993.3,0001104659-23-008147,2023-01-30,82.9000015258789,80.1500015258789,83.44999694824219,100.58999633789062,-3.32,0.66,21.34,false,true,1.66,-1
18625a5c-25b2-4fa0-ae9a-5ef640f4c04b,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-01-30,P,buy,500000,1.7947,897350,0001104659-23-009641,2023-02-02,81.18000030517578,80.7300033569336,85.56999969482422,99.22000122070312,-0.55,5.41,22.22,false,true,3.72,1.69
05a6d3f6-5d9e-4e8c-b9c2-0b1e428f84f6,ARES,ARES MANAGEMENT LLC,0001259313,,10% Owner,2023-03-13,P,buy,168692,23.7664,4009201.55,0001104659-23-032916,2023-03-15,72.7300033569336,81.6500015258789,92.91999816894531,105.5999984741211,12.26,27.76,45.19,true,true,12.57,15.19
